# ell mean_D_TT_uK2 mean_D_TE_uK2 mean_D_EE_uK2 mean_C_TT_uK2 mean_C_TE_uK2 mean_C_EE_uK2 draw_D_TT_uK2 draw_D_TE_uK2 draw_D_EE_uK2 draw_C_TT_uK2 draw_C_TE_uK2 draw_C_EE_uK2 TT_D_68_lower_uK2 TT_D_68_upper_uK2 TT_D_95_lower_uK2 TT_D_95_upper_uK2 EE_D_68_lower_uK2 EE_D_68_upper_uK2 EE_D_95_lower_uK2 EE_D_95_upper_uK2 sigma_D_TT_uK2 sigma_D_TE_uK2 sigma_D_EE_uK2 cov_D_TT_TT_uK4 cov_D_TT_TE_uK4 cov_D_TT_EE_uK4 cov_D_TE_TE_uK4 cov_D_TE_EE_uK4 cov_D_EE_EE_uK4
2359 1.09958546399700e+02 -7.30150523412100e+00 3.74487645332500e+00 1.24099180767745e-04 -8.24047650313691e-06 4.22646638347448e-06 1.11973157469976e+02 -7.47952364758439e+00 3.75906858265486e+00 1.26372870185919e-04 -8.44138802839549e-06 4.24248361615763e-06 1.07707379175139e+02 1.12209370509651e+02 1.05566077911216e+02 1.14439291545473e+02 3.66820807776180e+00 3.82153314337702e+00 3.59528142544327e+00 3.89747793396628e+00 2.26370066902370e+00 3.13938792042282e-01 7.70952291601593e-02 5.12434071893832e+00 -3.40268235674400e-01 2.25946084695471e-02 9.85575651489674e-02 -1.15885717419322e-02 5.94367435925748e-03
2360 1.09839409571300e+02 -7.26426040299900e+00 3.72289311719700e+00 1.23859712626737e-04 -8.19149710903340e-06 4.19809677997907e-06 1.06724635870312e+02 -6.83275802408261e+00 3.63959239541437e+00 1.20347357844356e-04 -7.70491619186593e-06 4.10416325009335e-06 1.07591157763582e+02 1.12087318781235e+02 1.05452620285862e+02 1.14314342513101e+02 3.64669094883733e+00 3.79908367355936e+00 3.57420743415214e+00 3.87456633825647e+00 2.26076898916192e+00 3.12721808116866e-01 7.66264252709757e-02 5.11107642235619e+00 -3.38022484065911e-01 2.23552125408088e-02 9.77949292718819e-02 -1.14569222858935e-02 5.87160904980843e-03
2361 1.09718642204700e+02 -7.22652834959300e+00 3.70110361936600e+00 1.23618768404629e-04 -8.14204875732191e-06 4.16999209952255e-06 1.06891070099423e+02 -7.22537302711436e+00 3.75259972133148e+00 1.20432974503011e-04 -8.14074706839240e-06 4.22801218229695e-06 1.07473337845913e+02 1.11963604487177e+02 1.05337594653613e+02 1.14187699215944e+02 3.62536349059755e+00 3.77683220898447e+00 3.55331915337078e+00 3.85185688013467e+00 2.25780509898867e+00 3.11506613177974e-01 7.61618122114533e-02 5.09768386501926e+00 -3.35754765348768e-01 2.21142121479870e-02 9.70363700536120e-02 -1.13259073597839e-02 5.80062163933267e-03
2362 1.09595523010000e+02 -7.18814763172100e+00 3.67952690626600e+00 1.23375540125390e-04 -8.09195095025646e-06 4.14217302859217e-06 1.14511646971154e+02 -7.80220272550583e+00 3.72575588110530e+00 1.28909794010701e-04 -8.78321439589500e-06 4.19421461371898e-06 1.07353212869848e+02 1.11837491602204e+02 1.05220308481099e+02 1.14058611030763e+02 3.60424426454596e+00 3.75479808095865e+00 3.53263477839772e+00 3.82936927214379e+00 2.25479417883874e+00 3.10292281429478e-01 7.57017770549995e-02 5.08409678892505e+00 -3.33455576368912e-01 2.18706735980598e-02 9.62812999147102e-02 -1.11953365575152e-02 5.73075904928484e-03
2363 1.09470815017900e+02 -7.14925379182800e+00 3.65815227587900e+00 1.23130892088738e-04 -8.04135784512640e-06 4.11462683503156e-06 1.06142042810760e+02 -6.50889582385453e+00 3.54096252631893e+00 1.19386746296471e-04 -7.32109420371831e-06 3.98281381797648e-06 1.07231530228656e+02 1.11709758792061e+02 1.05101494287622e+02 1.13927872113443e+02 3.58332279053374e+00 3.73297036562896e+00 3.51214404006841e+00 3.80709237059847e+00 2.25175195320482e+00 3.09080109768147e-01 7.52460966969532e-02 5.07038685876170e+00 -3.31133758985074e-01 2.16254833001765e-02 9.55305142542896e-02 -1.10653941313358e-02 5.66197506812723e-03
2364 1.09343794224800e+02 -7.10975937808100e+00 3.63698394862200e+00 1.22884014499474e-04 -7.99017247112981e-06 4.08735759944441e-06 1.10705606833786e+02 -7.51081077294647e+00 3.65925738132411e+00 1.24414462583653e-04 -8.44088671395517e-06 4.11238918762481e-06 1.07107580706205e+02 1.11579667267926e+02 1.04980456923496e+02 1.13794729027925e+02 3.56260320547621e+00 3.71135336690183e+00 3.49185099581225e+00 3.78503056205896e+00 2.24866355229057e+00 3.07868992142682e-01 7.47948551036947e-02 5.05648777140004e+00 -3.28783280365714e-01 2.13781680753693e-02 9.47833163229510e-02 -1.09359614026836e-02 5.59427034998269e-03
2365 1.09215220921500e+02 -7.06979965115200e+00 3.61603363981500e+00 1.22635766990495e-04 -7.93854826619206e-06 4.06037780394073e-06 1.04500774823645e+02 -6.79381121450358e+00 3.58598181240322e+00 1.17342001998147e-04 -7.62864591628779e-06 4.02663315852397e-06 1.06982109019062e+02 1.11447992892461e+02 1.04857926291289e+02 1.13659973064270e+02 3.54209698801359e+00 3.68995903674146e+00 3.47176689907606e+00 3.76319603287053e+00 2.24554463704119e+00 3.06661053754038e-01 7.43482902725018e-02 5.04247071694443e+00 -3.26412906688357e-01 2.11295992844764e-02 9.40410018895371e-02 -1.08072852949981e-02 5.52766826644418e-03
2366 1.09085111180800e+02 -7.02928688911800e+00 3.59530570383500e+00 1.22386171331444e-04 -7.88638797941553e-06 4.03369162936614e-06 1.04688545400263e+02 -6.46180038979540e+00 3.53861984309814e+00 1.17453519688499e-04 -7.24970622530093e-06 3.97009389921658e-06 1.06855130892696e+02 1.11314752085740e+02 1.04733917786430e+02 1.13523620986942e+02 3.52180840651850e+00 3.66879181551661e+00 3.45189593636143e+00 3.74159330853021e+00 2.24239555672113e+00 3.05456123177161e-01 7.39064886863565e-02 5.02833783280266e+00 -3.24018821813301e-01 2.08793045296963e-02 9.33034431864212e-02 -1.06792458256237e-02 5.46216906994654e-03
2367 1.08951994018600e+02 -6.98828181105400e+00 3.57478970665200e+00 1.22133582252450e-04 -7.83376108956714e-06 4.00728666423541e-06 1.06447338771991e+02 -6.82069361538922e+00 3.45015719966091e+00 1.19325900572723e-04 -7.64589718800082e-06 3.86757545765276e-06 1.06725205388828e+02 1.11178443822410e+02 1.04607019051441e+02 1.13384142009686e+02 3.50172724327717e+00 3.64784105291447e+00 3.43222809565836e+00 3.72021152439485e+00 2.23918609823424e+00 3.04252350871954e-01 7.34692328244996e-02 5.01395438252547e+00 -3.21599678174550e-01 2.06277012336677e-02 9.25694930111108e-02 -1.05519061817695e-02 5.39772817182052e-03
2368 1.08817368403500e+02 -6.94677073274300e+00 3.55450499685200e+00 1.21879686505100e-04 -7.78065350735214e-06 3.98118389603695e-06 1.13687732531234e+02 -7.27943122867451e+00 3.50687238355518e+00 1.27334683825498e-04 -8.15324620603258e-06 3.92783351584297e-06 1.06593800808676e+02 1.11040597733784e+02 1.04478669216420e+02 1.13243096141326e+02 3.48187245443162e+00 3.62712648990576e+00 3.41278195974338e+00 3.69907081010046e+00 2.23594709970145e+00 3.03052343140047e-01 7.30369173155808e-02 4.99945943266331e+00 -3.19159514477326e-01 2.03747619224381e-02 9.18407226826727e-02 -1.04253034754149e-02 5.33439129096299e-03
2369 1.08681246251000e+02 -6.90488842355700e+00 3.53444870814600e+00 1.21624501001909e-04 -7.72721732551215e-06 3.95537938028701e-06 1.09573459777027e+02 -7.17458210307339e+00 3.63602435003974e+00 1.22622971562686e-04 -8.02902983066870e-06 4.06905204402094e-06 1.06460928806203e+02 1.10901225996856e+02 1.04348879686880e+02 1.13100495818250e+02 3.46224123542054e+00 3.60664519848370e+00 3.39355478270827e+00 3.67816817643280e+00 2.23267882411710e+00 3.01856733852968e-01 7.26094800880422e-02 4.98485473166090e+00 -3.16704739015099e-01 2.01213269220390e-02 9.11174877723814e-02 -1.02996302884715e-02 5.27213659865580e-03
2370 1.08542152430400e+02 -6.86247241194600e+00 3.51462547375900e+00 1.21366379860789e-04 -7.67327176477805e-06 3.92987757074525e-06 1.07191073686605e+02 -6.96931848103333e+00 3.56988310757013e+00 1.19855671510442e-04 -7.79274166948443e-06 3.99166387979813e-06 1.06325144362792e+02 1.10758823373417e+02 1.04216234088400e+02 1.12954805976071e+02 3.44283812796317e+00 3.58640190336561e+00 3.37455101916457e+00 3.65750843868301e+00 2.22935099175325e+00 3.00663171075368e-01 7.21870131568479e-02 4.97000584443121e+00 -3.14223803664568e-01 1.98664955092681e-02 9.03983424410960e-02 -1.01746552845365e-02 5.21096486850693e-03
2371 1.08401581786700e+02 -6.81965726010600e+00 3.49503999911000e+00 1.21107000830941e-04 -7.61896850445885e-06 3.90468298616947e-06 1.03824676698204e+02 -6.39981564359832e+00 3.47316980706173e+00 1.15993650645273e-04 -7.14991853155986e-06 3.88024945556126e-06 1.06187911760229e+02 1.10614915267033e+02 1.04082167630339e+02 1.12807582292296e+02 3.42366774457434e+00 3.56640140286104e+00 3.35577519318762e+00 3.63709648711825e+00 2.22599433598391e+00 2.99474411143796e-01 7.17696099431880e-02 4.95505078383243e+00 -3.11727444334237e-01 1.96111006305362e-02 8.96849229299235e-02 -1.00505903033065e-02 5.15087691139736e-03
2372 1.08258799310500e+02 -6.77642886973400e+00 3.47568963451900e+00 1.20845546902484e-04 -7.56429276903462e-06 3.87979191919603e-06 1.09662690632065e+02 -7.01117208672125e+00 3.46219833531002e+00 1.22412662145094e-04 -7.82632848917143e-06 3.86473204931277e-06 1.06048510977965e+02 1.10468751681725e+02 1.03945974550616e+02 1.12658059924693e+02 3.40472749291373e+00 3.54664098995955e+00 3.33722476691566e+00 3.61692955786643e+00 2.22259378450906e+00 2.98289459504231e-01 7.13572127879238e-02 4.93992313093830e+00 -3.09213088746222e-01 1.93551056803222e-02 8.89766016513260e-02 -9.92740298486397e-03 5.09185181686104e-03
2373 1.08114554331200e+02 -6.73284733943000e+00 3.45657923299400e+00 1.20582859341501e-04 -7.50931258719527e-06 3.85520904223518e-06 1.06516993620436e+02 -6.62514451332513e+00 3.46928694262267e+00 1.18801060029954e-04 -7.38918893861507e-06 3.86938226777531e-06 1.05907676022704e+02 1.10321097267260e+02 1.03808374280663e+02 1.12507018700732e+02 3.38602213013138e+00 3.52712561351303e+00 3.31890440624847e+00 3.59701269466169e+00 2.21916474533569e+00 2.97109789830854e-01 7.09499180824548e-02 4.92469216694080e+00 -3.06685818193588e-01 1.90988975336295e-02 8.82742272133341e-02 -9.80519076991474e-03 5.03389087590705e-03
2374 1.07967366364400e+02 -6.68889840468700e+00 3.43772115134900e+00 1.20317291712087e-04 -7.45401289008936e-06 3.83094737344682e-06 1.07463916188599e+02 -6.63495507019627e+00 3.38659964180627e+00 1.19756254023533e-04 -7.39389920823907e-06 3.77397829303362e-06 1.05763956606545e+02 1.10170441347321e+02 1.03667945257566e+02 1.12352918034789e+02 3.36756376412423e+00 3.50786787921523e+00 3.30082598223248e+00 3.57735874968354e+00 2.21567685384944e+00 2.95934074397788e-01 7.05479761294256e-02 4.90922392068417e+00 -3.04140974787573e-01 1.88424349834594e-02 8.75769763896754e-02 -9.68396189724872e-03 4.97701693595801e-03
2375 1.07818724982500e+02 -6.64456772850400e+00 3.41909810958700e+00 1.20050510127393e-04 -7.39837857953145e-06 3.80698688746456e-06 1.09263998235739e+02 -6.73529740756151e+00 3.45880176662214e+00 1.21659746290713e-04 -7.49940133097204e-06 3.85119483262220e-06 1.05618811872490e+02 1.10018303919081e+02 1.03526117678678e+02 1.12197308064916e+02 3.34933547089033e+00 3.48885015112870e+00 3.28297290944128e+00 3.55794973431348e+00 2.21216070886182e+00 2.94763488973070e-01 7.01510289516012e-02 4.89365500183202e+00 -3.01582328161300e-01 1.85856789301944e-02 8.68855144315772e-02 -9.56364090067388e-03 4.92116686296838e-03
2376 1.07667889998100e+02 -6.59991519207800e+00 3.40073004721700e+00 1.19781694467301e-04 -7.34247717737886e-06 3.78334903274046e-06 1.10285637818739e+02 -7.12833688807967e+00 3.36432835658726e+00 1.22693967287450e-04 -7.93035204091972e-06 3.74285175741369e-06 1.05471516715394e+02 1.09863929715173e+02 1.03382180786409e+02 1.12039418585217e+02 3.33135678637262e+00 3.47009277226774e+00 3.26536433985438e+00 3.53880639122949e+00 2.20860114415123e+00 2.93598260916682e-01 6.97594823615980e-02 4.87791901394612e+00 -2.99010706037216e-01 1.83290050673772e-02 8.61999388133001e-02 -9.44436351894955e-03 4.86638537935811e-03
2377 1.07514120000600e+02 -6.55492633506800e+00 3.38261469762300e+00 1.19510026013615e-04 -7.28629334283657e-06 3.76003050115375e-06 1.07452473176875e+02 -6.47023646188252e+00 3.31546386397641e+00 1.19441500935169e-04 -7.19215418281341e-06 3.68538730195447e-06 1.05321344819179e+02 1.09706562232762e+02 1.03235422624152e+02 1.11878478142429e+02 3.31362549362619e+00 3.45159342635333e+00 3.24799810370796e+00 3.51992635488402e+00 2.20498298116219e+00 2.92437416988185e-01 6.93732864115539e-02 4.86194994721490e+00 -2.96423611601932e-01 1.80723698246763e-02 8.55196428547214e-02 -9.32609470571486e-03 4.81265286753949e-03
2378 1.07358900895900e+02 -6.50963121654300e+00 3.36474987429800e+00 1.19237162553912e-04 -7.22986123233122e-06 3.73702808399603e-06 1.09912474549907e+02 -6.65480636022582e+00 3.29035529861178e+00 1.22073265330070e-04 -7.39109865243932e-06 3.65440244196540e-06 1.05169751754501e+02 1.09547717708381e+02 1.03087269906107e+02 1.11716033020320e+02 3.29613945413839e+00 3.43334987889193e+00 3.23087210807638e+00 3.50130734317669e+00 2.20133672402372e+00 2.91282907062069e-01 6.89923928396817e-02 4.84588337253550e+00 -2.93826719632414e-01 1.78159758567968e-02 8.48457319465298e-02 -9.20886307235207e-03 4.75995026974497e-03
2379 1.07201488933200e+02 -6.46405985226700e+00 3.34714090039100e+00 1.18962282042956e-04 -7.17321484002060e-06 3.71434691618832e-06 1.07786566264441e+02 -6.66233079258874e+00 3.34476184412281e+00 1.19611546667810e-04 -7.39323756319541e-06 3.71170685992055e-06 1.05016008916079e+02 1.09386637248009e+02 1.02937008434910e+02 1.11551309323862e+02 3.27890388591398e+00 3.41536755816135e+00 3.21399147087478e+00 3.48295488845989e+00 2.19764714289996e+00 2.90134254583767e-01 6.86169073753397e-02 4.82965296469636e+00 -2.91219517006238e-01 1.75600209177096e-02 8.41778856828781e-02 -9.09271658503815e-03 4.70827997775595e-03
2380 1.07042624919100e+02 -6.41822736543200e+00 3.32979318154700e+00 1.18686211240532e-04 -7.11637153385526e-06 3.69199220619874e-06 1.06622081611828e+02 -6.53566123921462e+00 3.40263744397923e+00 1.18219923237595e-04 -7.24657930446151e-06 3.77276012015103e-06 1.04860841984507e+02 1.09224076781952e+02 1.02785349502542e+02 1.11385077965792e+02 3.26192408785919e+00 3.39765197652971e+00 3.19736138940125e+00 3.46487460875406e+00 2.19392944800880e+00 2.88992719047458e-01 6.82469373513221e-02 4.81332642284021e+00 -2.88604874826062e-01 1.73046177334090e-02 8.35167916624433e-02 -8.97768104139208e-03 4.65764445783528e-03
2381 1.06880820083700e+02 -6.37214142246600e+00 3.31269735039000e+00 1.18407304110453e-04 -7.05934036297515e-06 3.66995277811629e-06 1.05856008873469e+02 -5.89582393623494e+00 3.20855457893219e+00 1.17271972883292e-04 -6.53165476511839e-06 3.55457880548721e-06 1.04702792511116e+02 1.09058517223676e+02 1.02630863504833e+02 1.11215789827593e+02 3.24519088699343e+00 3.38019357225564e+00 3.18097287553044e+00 3.44705674970383e+00 2.19015314931467e+00 2.87856250650505e-01 6.78822872897240e-02 4.79677081745297e+00 -2.85979299148638e-01 1.70498367868600e-02 8.28612210385661e-02 -8.86373126454482e-03 4.60800492768462e-03
2382 1.06716813134000e+02 -6.32581709720600e+00 3.29586640945500e+00 1.18126385771412e-04 -7.00213854592585e-06 3.64824225443702e-06 1.02758044200756e+02 -5.94402519442430e+00 3.22852797617859e+00 1.13744367114229e-04 -6.57952756019708e-06 3.57370436754882e-06 1.04542584116479e+02 1.08890712364316e+02 1.02474259711457e+02 1.11044213643689e+02 3.22871702432192e+00 3.36300560936478e+00 3.16483842140854e+00 3.42951483430285e+00 2.18633341723604e+00 2.86726402225918e-01 6.75232201760852e-02 4.78005381132301e+00 -2.83345662573933e-01 1.67957867564759e-02 8.22120297334188e-02 -8.75091210200940e-03 4.55938526294808e-03
2383 1.06550598957600e+02 -6.27927687836300e+00 3.27929859058900e+00 1.17843455925497e-04 -6.94479144461519e-06 3.62685787510588e-06 1.04332273708633e+02 -6.15657841296285e+00 3.32211084997833e+00 1.15390019565096e-04 -6.80908867671932e-06 3.67420762866687e-06 1.04380211765706e+02 1.08720657013969e+02 1.02315533161755e+02 1.10870344147904e+02 3.21250077125208e+00 3.34608628015026e+00 3.14895633600540e+00 3.41224701558945e+00 2.18247017383284e+00 2.85603283961090e-01 6.71696962294933e-02 4.76317605966994e+00 -2.80705144707441e-01 1.65426130124373e-02 8.15692358093593e-02 -8.63923801851642e-03 4.51176809156241e-03
2384 1.06382171503200e+02 -6.23252839192400e+00 3.26299964114100e+00 1.17558513242505e-04 -6.88730791206163e-06 3.60580519370038e-06 1.02703682117207e+02 -6.40925432019896e+00 3.32847832254134e+00 1.13493567612187e-04 -7.08260038528193e-06 3.67816296122604e-06 1.04215669504074e+02 1.08548345024768e+02 1.02154677993374e+02 1.10694175097216e+02 3.19654776160340e+00 3.32944144547391e+00 3.13333214506930e+00 3.39525926680065e+00 2.17856332199200e+00 2.84487228798999e-01 6.68218296112616e-02 4.74613814792881e+00 -2.78058253004077e-01 1.62903795999743e-02 8.09329833497338e-02 -8.52872212465888e-03 4.46515691259648e-03
2385 1.06212266662100e+02 -6.18559412197100e+00 3.24696054000800e+00 1.17272375603590e-04 -6.82971317720677e-06 3.58507343816747e-06 1.06666395276193e+02 -5.99725862328927e+00 3.20221697845736e+00 1.17773793594920e-04 -6.62176590298882e-06 3.53567063450918e-06 1.04049678212694e+02 1.08374527295925e+02 1.01992400808678e+02 1.10516472258243e+02 3.18084916153757e+00 3.31306189699700e+00 3.11795719283551e+00 3.37854219404820e+00 2.17462795546917e+00 2.83378949243087e-01 6.64794320139131e-02 4.72900674470804e+00 -2.75408078954644e-01 1.60392264270644e-02 8.03036288741161e-02 -8.41935863783076e-03 4.41951488089249e-03
2386 1.06039390974000e+02 -6.13848913300500e+00 3.23118721210700e+00 1.16983398716734e-04 -6.77202419939147e-06 3.56466836041152e-06 1.01531357538095e+02 -5.65815110194279e+00 3.25252752722058e+00 1.12010104660470e-04 -6.24211191971477e-06 3.58821114549112e-06 1.03880774815993e+02 1.08197679987013e+02 1.01827267437624e+02 1.10335681696312e+02 3.16541077882561e+00 3.29695367676529e+00 3.10283717556361e+00 3.36210195533514e+00 2.17063352038006e+00 2.82277029117060e-01 6.61426212353725e-02 4.71164987979754e+00 -2.72751581464223e-01 1.57892515550054e-02 7.96803211671535e-02 -8.31117016057974e-03 4.37484634388594e-03
2387 1.05864278684000e+02 -6.09124336230400e+00 3.21568567269000e+00 1.16692399362837e-04 -6.71427427538539e-06 3.54459579196670e-06 1.06076822395415e+02 -5.89495592174975e+00 3.23713032307998e+00 1.16926682692047e-04 -6.49790995790454e-06 3.56823386647693e-06 1.03709678579035e+02 1.08018552320894e+02 1.01659982895279e+02 1.10152567471894e+02 3.15023850983165e+00 3.28112291890119e+00 3.08797787644744e+00 3.34594480246454e+00 2.16659508016042e+00 2.81182800898216e-01 6.58115168251318e-02 4.69413424137534e+00 -2.70092182131525e-01 1.55406264707068e-02 7.90637675209660e-02 -8.20419853781321e-03 4.33115574682460e-03
2388 1.05687663283700e+02 -6.04387191376200e+00 3.20045459997000e+00 1.16400190763761e-04 -6.65648025375671e-06 3.52485346342898e-06 1.06999120598700e+02 -6.25348735853068e+00 3.28869962147809e+00 1.17844577713965e-04 -6.88734237143462e-06 3.62204302196734e-06 1.03537108041273e+02 1.07837892739047e+02 1.01491251497386e+02 1.09967892836200e+02 3.13533106327451e+00 3.26556827111706e+00 3.07337803315419e+00 3.33006935286178e+00 2.16252767019861e+00 2.80097233269209e-01 6.54860881072858e-02 4.67652592437461e+00 -2.67432572640356e-01 1.52934426250622e-02 7.84544600850658e-02 -8.09844574755247e-03 4.28842773559520e-03
2389 1.05508791887000e+02 -5.99638992173000e+00 3.18550019272800e+00 1.16105947756132e-04 -6.59865896032087e-06 3.50544738821522e-06 1.07664087302124e+02 -6.22237146975992e+00 3.20505282273585e+00 1.18477718036049e-04 -6.84733777978373e-06 3.52696385710454e-06 1.03362325615790e+02 1.07654933058502e+02 1.01320350211758e+02 1.09780874453690e+02 3.12069451541586e+00 3.25029605469524e+00 3.05904360531866e+00 3.31448204908473e+00 2.15841590613975e+00 2.79019810426751e-01 6.51664582830137e-02 4.65875922387708e+00 -2.64771649435076e-01 1.50477891163110e-02 7.78520546105800e-02 -7.99393230857634e-03 4.24666728515176e-03
2390 1.05326910944200e+02 -5.94881255806400e+00 3.17081388611500e+00 1.15808847210374e-04 -6.54082720592619e-06 3.48636732604988e-06 1.02555875034507e+02 -5.58066747036149e+00 3.28262878889650e+00 1.12762043013770e-04 -6.13604501084618e-06 3.60930983785416e-06 1.03184593052775e+02 1.07468904431984e+02 1.01146555344232e+02 1.09590728324071e+02 3.10632047927615e+00 3.23529752694476e+00 3.04496637509951e+00 3.29917397220084e+00 2.15424440292191e+00 2.77949435050281e-01 6.48524484923807e-02 4.64076894752037e+00 -2.62108366670967e-01 1.48037527090483e-02 7.72558884447704e-02 -7.89064106463276e-03 4.20584007545689e-03
2391 1.05143494791400e+02 -5.90116989574700e+00 3.15640206583100e+00 1.15510516306767e-04 -6.48301811561472e-06 3.46761949485540e-06 1.04972763424997e+02 -5.91750363147700e+00 3.09132878205188e+00 1.15322951033974e-04 -6.50096233794758e-06 3.39613006393991e-06 1.03005354670372e+02 1.07281311208998e+02 1.00971282656729e+02 1.09398988528211e+02 3.09221521424843e+00 3.22057919985401e+00 3.03115248165951e+00 3.28415175922525e+00 2.15004334561416e+00 2.76888324268072e-01 6.45441857452678e-02 4.62268638801972e+00 -2.59447888854962e-01 1.45614911722645e-02 7.66671441159809e-02 -7.78861168712337e-03 4.16595191351963e-03
2392 1.04958531516200e+02 -5.85347720228500e+00 3.14227121212400e+00 1.15210945365617e-04 -6.42524845202559e-06 3.44921019486722e-06 1.04556117469925e+02 -6.06641487406019e+00 3.09411463488135e+00 1.14769223268042e-04 -6.65898600641759e-06 3.39634965357009e-06 1.02824598780551e+02 1.07092141252808e+02 1.00794520674989e+02 1.09205642707477e+02 3.07838507245556e+00 3.20614768177730e+00 3.01760815515955e+00 3.26942214533783e+00 2.14581250859985e+00 2.75836854318227e-01 6.42417988798575e-02 4.60451132206359e+00 -2.56790959839243e-01 1.43210847889949e-02 7.60859702001745e-02 -7.68786328257651e-03 4.12700872332006e-03
2393 1.04770522998200e+02 -5.80574237471200e+00 3.12841304371300e+00 1.14908494723333e-04 -6.36752683806961e-06 3.43112951466396e-06 1.05813721883253e+02 -6.01030611563974e+00 3.13761692697082e+00 1.16052637275534e-04 -6.59188490055045e-06 3.44122399868962e-06 1.02640857697177e+02 1.06899866013349e+02 1.00614830666411e+02 1.09009132169382e+02 3.06482194465379e+00 3.19199451942298e+00 3.00432544994725e+00 3.25497650678320e+00 2.14152128818479e+00 2.74793013340678e-01 6.39451149008912e-02 4.58611342774863e+00 -2.54134391055520e-01 1.40825755260190e-02 7.55112001808498e-02 -7.58836857049773e-03 4.08897771968817e-03
2394 1.04580941956600e+02 -5.75798080279600e+00 3.11483423171600e+00 1.14604785783650e-04 -6.30987007866743e-06 3.41338396077493e-06 1.08581823772378e+02 -5.90839642023186e+00 3.11661076234073e+00 1.18989142960632e-04 -6.47470268862715e-06 3.41533076779231e-06 1.02455574172800e+02 1.06705988171934e+02 1.00433626875770e+02 1.08810989275427e+02 3.05153236997992e+00 3.17812651587086e+00 2.99131077952867e+00 3.24082177728551e+00 2.13719981784650e+00 2.73758951343275e-01 6.36542665240868e-02 4.56762306140311e+00 -2.51482587648539e-01 1.38460400607088e-02 7.49439634405699e-02 -7.49014646486221e-03 4.05186564671948e-03
2395 1.04389032140200e+02 -5.71021537537500e+00 3.10153411504900e+00 1.14298993969421e-04 -6.25230313350838e-06 3.39597198904788e-06 1.06842048099711e+02 -5.99132843897700e+00 3.20990283529172e+00 1.16984882042283e-04 -6.56010309776341e-06 3.51462847476814e-06 1.02268007303863e+02 1.06509736132038e+02 1.00250183000723e+02 1.08610427228909e+02 3.03851570445649e+00 3.16454299293352e+00 2.97856351612736e+00 3.22695726164114e+00 2.13283266450338e+00 2.72733905001507e-01 6.33692365474154e-02 4.54897517477258e+00 -2.48834838800870e-01 1.36115882417738e-02 7.43837829373713e-02 -7.39320717637357e-03 4.01566014060229e-03
2396 1.04195522534900e+02 -5.66246162982900e+00 3.08850470075700e+00 1.13991922336348e-04 -6.19484283620555e-06 3.37888403857484e-06 1.06040863964790e+02 -5.70462626897412e+00 3.18112907271097e+00 1.16010761647698e-04 -6.24097176913700e-06 3.48021689777417e-06 1.02078871239664e+02 1.06311853713915e+02 1.00065199076313e+02 1.08408204544907e+02 3.02576412116050e+00 3.15123579164966e+00 2.96607599070163e+00 3.21337463637582e+00 2.12843474735338e+00 2.71718546798612e-01 6.30898580143269e-02 4.53023447374123e+00 -2.46193677593930e-01 1.33792913454144e-02 7.38309686743493e-02 -7.29753363721386e-03 3.98033018426793e-03
2397 1.03999656053400e+02 -5.61472775806700e+00 3.07576037766800e+00 1.13682746828457e-04 -6.13749793464028e-06 3.36213504533028e-06 1.06726820116122e+02 -5.74740654405214e+00 3.13927424004865e+00 1.16663828819179e-04 -6.28253003771677e-06 3.43156248971922e-06 1.01887424250821e+02 1.06111568474666e+02 9.98779479842800e+01 1.08203533570299e+02 3.01329172023815e+00 3.13821958948598e+00 2.95386202868880e+00 3.20008886479692e+00 2.12399062298246e+00 2.70712645876792e-01 6.28164212134838e-02 4.51133616651741e+00 -2.43557770874847e-01 1.31491836484705e-02 7.32853366376133e-02 -7.20315210413145e-03 3.94590277406982e-03
2398 1.03801418066300e+02 -5.56703689738100e+00 3.06329334642400e+00 1.13371457049727e-04 -6.08029347058198e-06 3.34571566096526e-06 1.04522887399477e+02 -5.76761107010481e+00 3.08306129364511e+00 1.14159442715460e-04 -6.29935970909634e-06 3.36730612688653e-06 1.01693651976885e+02 1.05908865515979e+02 9.96884156205622e+01 1.07996399140926e+02 3.00109086443671e+00 3.12548642500427e+00 2.94191414698178e+00 3.18709182484236e+00 2.11950002094470e+00 2.69716028652131e-01 6.25487631369201e-02 4.49228033878457e+00 -2.40928215291041e-01 1.29213674449871e-02 7.27467361118771e-02 -7.11005507068757e-03 3.91234776995854e-03
2399 1.03601536425300e+02 -5.51939742265000e+00 3.05110333291200e+00 1.13058852902021e-04 -6.02323829207992e-06 3.32962477977618e-06 1.03446090037513e+02 -5.22042731656871e+00 2.89435282656139e+00 1.12889216515367e-04 -5.69697655492974e-06 3.15856522746357e-06 1.01498267464795e+02 1.05704487492072e+02 9.94973009479634e+01 1.07787558574120e+02 2.98916128883783e+00 3.11303601489886e+00 2.93023208933748e+00 3.17438322402749e+00 2.11497782841906e+00 2.68729633572153e-01 6.22868745385568e-02 4.47313121470421e+00 -2.38307169463797e-01 1.26958732690792e-02 7.22156159598234e-02 -7.01823374532749e-03 3.87965473978192e-03
